1094,4,宮城県,4,47,陸羽東線,7,994,古川駅,4,大崎市,13,1094,system,2018-05-23 16:02:03,system,2018-05-23 16:02:03,1,38.571192,140.967875999999
1095,4,宮城県,4,47,陸羽東線,7,995,塚目駅,5,大崎市,13,1095,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,38.572474,140.937093
1112,4,宮城県,6,48,常磐線,8,888,岩沼駅,6,岩沼市,13,981,system,2018-05-23 16:02:03,system,2018-05-23 16:02:03,1,38.11205,140.863783
1114,4,宮城県,4,27,東北新幹線,9,894,仙台駅,12,仙台市,13,987,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,38.260027,140.882158
1115,4,宮城県,6,27,東北新幹線,9,994,古川駅,13,大崎市,13,1094,system,2018-05-23 16:02:03,system,2018-05-23 16:02:03,1,38.571192,140.967875999999
1118,4,宮城県,4,40,秋田新幹線,10,894,仙台駅,8,仙台市,13,987,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,38.260027,140.882158
1119,4,宮城県,6,40,秋田新幹線,10,994,古川駅,9,大崎市,13,1094,system,2018-05-23 16:02:03,system,2018-05-23 16:02:03,1,38.571192,140.967875999999
1121,4,宮城県,4,49,仙台市地下鉄南北線,11,1014,泉中央駅,1,仙台市,13,1121,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,38.323167,140.880796
1122,4,宮城県,4,49,仙台市地下鉄南北線,11,1015,八乙女駅,2,仙台市,13,1122,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,38.312899,140.884037
1126,4,宮城県,6,49,仙台市地下鉄南北線,11,915,北仙台駅,6,仙台市|青葉区,13,1009,system,2019-10-01 11:05:24,system,2019-10-01 11:05:24,3,38.28245,140.868899
1127,4,宮城県,4,49,仙台市地下鉄南北線,11,1019,北四番丁駅,7,仙台市|青葉区,13,1127,system,2014-12-12 17:44:20,system,2016-04-22 11:52:09,2,38.272137,140.86907
1130,4,宮城県,4,49,仙台市地下鉄南北線,11,894,仙台駅,10,仙台市,13,987,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,38.260027,140.882158
1135,4,宮城県,4,49,仙台市地下鉄南北線,11,893,長町駅,15,仙台市|太白区,13,986,system,2014-12-12 17:44:20,system,2016-04-22 11:52:09,2,38.228244,140.884842
1136,4,宮城県,4,49,仙台市地下鉄南北線,11,1026,長町南駅,16,仙台市,13,1136,system,2018-05-23 16:02:03,system,2018-05-23 16:02:03,1,38.224642,140.87657
1142,4,宮城県,4,50,阿武隈急行,12,1032,角田駅,5,角田市,13,1142,system,2018-05-23 16:02:03,system,2018-05-23 16:02:03,1,37.979282,140.772388
1156,5,秋田県,3,35,北上線,1,1044,横手駅,17,横手市,16,1156,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,39.310146,140.5604
1167,5,秋田県,3,36,田沢湖線,2,1055,大曲駅,17,大仙市,16,1167,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,39.465712,140.479627999999
1191,5,秋田県,3,24,奥羽本線,4,1044,横手駅,25,横手市,16,1156,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,39.310146,140.5604
1194,5,秋田県,3,24,奥羽本線,4,1055,大曲駅,28,大仙市,16,1167,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,39.465712,140.479627999999
1202,5,秋田県,5,24,奥羽本線,4,1088,秋田駅,36,秋田市,16,1202,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,39.716748,140.129931
1203,5,秋田県,5,24,奥羽本線,4,1089,土崎駅,37,秋田市,16,1203,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,39.758453,140.073601
1261,5,秋田県,3,53,羽越本線,7,1144,羽後牛島駅,16,秋田市,16,1261,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,39.695834,140.116467
